Name,BSE Code,NSE Code,ISIN Code,Sector,Industry Group,Industry
Subam Papers,544267,,INE0U6201010,Industrials,Industrial Products,Packaging
Subex,532348,SUBEXLTD,INE754A01055,Information Technology,IT - Software,Software Products
Subhash Silk,530231,,INE690D01014,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Subros,517168,SUBROS,INE287B01021,Industrials,Industrial Products,Other Industrial Products
Sudal Industries,506003,,INE618D01015,Metals & Mining,Non - Ferrous Metals,Aluminium
Sudarshan Chem.,506655,SUDARSCHEM,INE659A01023,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
Sudarshan Colorants,506390,SUDARCOLOR,INE492A01029,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
Sudarshan Pharma,543828,,INE00TV01023,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Sudeep Pharma,544619,SUDEEPPHRM,INE0QPI01025,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Suditi Industrie,521113,,INE691D01012,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sugal & Damani,511654,,INE309D01011,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sugs Lloyd,544501,,INE0XX801016,Industrials,Electrical Equipment,Other Electrical Equipment
Sujala Trading &,539117,,INE029H01016,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sukhjit Starch,524542,SUKHJITS,INE450E01029,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Sula Vineyards,543711,SULA,INE142Q01026,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Sulabh Engineers,508969,,INE673M01029,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sumedha Fiscal,530419,,INE886B01012,Financial Services,Finance,Other Financial Services
Sumeet Industrie,514211,SUMEETINDS,INE235C01036,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sumeru Industrie,530445,,INE764B01029,Industrials,Commercial Services & Supplies,Trading & Distributors
Sumit Woods,,SUMIT,INE748Z01013,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Sumitomo Chemi.,542920,SUMICHEM,INE258G01013,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Summit Securitie,533306,SUMMITSEC,INE519C01017,Financial Services,Finance,Investment Company
Sumuka Agro,532070,,INE311N01016,FMCG / Consumer Staples,Food Products,Packaged Foods
Sun Pharma.Inds.,524715,SUNPHARMA,INE044A01036,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sun Retail,542025,,INE206Z01020,Industrials,Commercial Services & Supplies,Trading & Distributors
Sun TV Network,532733,SUNTV,INE424H01027,Media & Entertainment,Entertainment,TV Broadcasting & Software Production
Suncare Traders,539526,,INE452S01025,Industrials,Commercial Services & Supplies,Trading & Distributors
Suncity Synth.,530795,,INE584D01019,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sundaram Brake,590072,SUNDRMBRAK,INE073D01013,Automobile,Auto Components,Auto Components & Equipments
Sundaram Clayton,544066,SUNCLAY,INE0Q3R01026,Automobile,Auto Components,Auto Components & Equipments
Sundaram Finance,590071,SUNDARMFIN,INE660A01013,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sundaram Multi.,533166,SUNDARAM,INE108E01023,FMCG (Consumer Staples),Household Products,Stationary
Sundram Fasten.,500403,SUNDRMFAST,INE387A01021,Automobile,Auto Components,Auto Components & Equipments
Sundrex Oil,,SOCL,INE0CTB01014,Energy (Oil & Gas),Petroleum Products,Lubricants
Sundrop Brands,500215,SUNDROP,INE209A01019,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Sunflag Iron,500404,SUNFLAG,INE947A01014,Industrials,Industrial Products,Iron & Steel Products
Sungarner Energ.,,SEL,INE0O3O01017,Industrials,Electrical Equipment,Other Electrical Equipment
Sungold Capital,531433,,INE271D01013,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sungold Media,541799,,INE266S01011,Media & Entertainment,Media,Advertising & Media Agencies
Sunil Agro Foods,530953,,INE224D01012,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Sunil Healthcare,537253,,INE671C01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sunil Industries,521232,,INE124M01015,Industrials,Commercial Services & Supplies,Trading & Distributors
Sunita Tools Ltd,544001,,INE0Q1S01010,Industrials,Industrial Manufacturing,Industrial Products
Sunlite Recycli.,,SUNLITE,INE0U2N01013,Industrials,Industrial Products,"Aluminium, Copper & Zinc Products"
Sunraj Diamond,523425,,INE459D01014,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Sunrakshakk Inds,539300,,INE671K01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sunrest Lifescie,,SUNREST,INE0PLZ01012,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sunrise Efficie.,543515,,INE0KPY01017,Industrials,Commercial Services & Supplies,Trading & Distributors
Sunshield Chem.,530845,,INE199E01014,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Sunshine Capital,539574,,INE974F01025,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sunsky Logistics,544566,,INE10CM01027,Industrials,Transport Services,Logistics Solution Provider
Suntech Infra.,,SUNTECH,INE0SGZ01016,Construction & Infrastructure,Construction,Civil Construction
Sunteck Realty,512179,SUNTECK,INE805D01034,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Super Bakers (I),530735,,INE897A01011,FMCG / Consumer Staples,Food Products,Packaged Foods
Super Crop Safe,530883,,INE366G01022,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Super Fine Knit.,540269,,INE459U01018,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Super Iron,544381,,INE16IQ01014,Industrials,Industrial Products,Castings & Forgings
Super Sales Ind.,512527,,INE091C01017,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Super Spinning,521180,SUPERSPIN,INE662A01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Super Tannery,523842,,INE460D01038,Consumer Durables & Retail,Consumer Durables,Leather And Leather Products
Superhouse Ltd,523283,SUPERHOUSE,INE712B01010,Consumer Durables & Retail,Consumer Durables,Leather And Leather Products
Superior Finleas,539835,,INE574R01028,Financial Services,Finance,Non Banking Financial Company (NBFC)
Superior Indus.,519234,,INE843L01012,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Supershakti Met.,541701,,INE00SY01011,Industrials,Industrial Products,Iron & Steel Products
Supertech EV,544428,,INE0SC101013,Automobile,Automobiles,2/3 Wheelers
Supertex Inds.,526133,,INE881B01054,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Supra Pacific,540168,,INE268T01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Supra Trends,511539,,INE533B01028,Financial Services,Finance,Other Financial Services
Suprajit Engg.,532509,SUPRAJIT,INE399C01030,Automobile,Auto Components,Auto Components & Equipments
Supreme Engg.,,SUPREMEENG,INE319Z01021,Industrials,Industrial Products,Iron & Steel Products
Supreme Facility,,SFML,INE0U6N01014,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Supreme Holdings,530677,SUPREME,INE822E01011,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Supreme Inds.,509930,SUPREMEIND,INE195A01028,Industrials,Industrial Products,Plastic Products - Industrial
Supreme Infra.,532904,SUPREMEINF,INE550H01011,Construction & Infrastructure,Construction,Civil Construction
Supreme Petroch.,500405,SPLPETRO,INE663A01033,Chemicals,Chemicals & Petrochemicals,Petrochemicals
Supreme Power,,SUPREMEPWR,INE0QHG01026,Industrials,Electrical Equipment,Other Electrical Equipment
Supriya Lifesci.,543434,SUPRIYA,INE07RO01027,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Suraj,531638,SURAJLTD,INE713C01016,Industrials,Industrial Products,Iron & Steel Products
Suraj Estate,544054,SURAJEST,INE843S01025,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Suraj Industries,526211,,INE170U01011,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Suraj Products,518075,,INE069E01019,Industrials,Industrial Products,Iron & Steel Products
Suraksha Diagno.,544293,SURAKSHA,INE877V01027,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Surana Solar,533298,SURANASOL,INE272L01022,Industrials,Electrical Equipment,Heavy Electrical Equipment
Surana Telecom,517530,SURANAT&P,INE130B01031,Power & Utilities,Power,Power Generation
Surani Steel Tub,,SURANI,INE01ZJ01015,Industrials,Industrial Products,Iron & Steel Products
Surat Trade,530185,,INE936A01025,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suratwwala Busi.,543218,SBGLP,INE05ST01028,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Surbhi Industrie,514260,,INE899E01019,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Surya Roshni,500336,SURYAROSNI,INE335A01020,Industrials,Industrial Products,Iron & Steel Products
Suryaamba Spinni,533101,,INE360J01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suryalak. Cott.,521200,SURYALAXMI,INE713B01026,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suryalata Spg.,514138,,INE132C01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suryavanshi Spg.,514140,,INE431C01023,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suryo Foods,519604,,INE565E01016,FMCG / Consumer Staples,Food Products,Packaged Foods
Suryoday Small,543279,SURYODAY,INE428Q01011,Financial Services,Banks,Other Bank
Sustainable Ener,,SEITINVIT,INE0R8O23017,Power & Utilities,Power,Power Generation
Sutlej Textiles,532782,SUTLEJTEX,INE645H01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suumaya Corp.,543274,,INE0EMB01015,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Suven Life Scie.,530239,SUVEN,INE495B01038,Healthcare / Pharma,Healthcare Services,"Healthcare Research, Analytics & Technology"
Suvidha Infra.,531640,,INE936N01010,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Suvidhaa Info.,543281,SUVIDHAA,INE018401013,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
Suyog Gurbaxani,543391,,INE07GA01011,Construction & Infrastructure,Construction,Civil Construction
Suyog Telematics,537259,SUYOG,INE442P01014,Telecom,Telecom - Services,Telecom - Infrastructure
Suzlon Energy,532667,SUZLON,INE040H01021,Industrials,Electrical Equipment,Heavy Electrical Equipment
Svam Software,523722,,INE119B01018,Information Technology,IT - Software,Software Products
Svaraj Trading,503624,,INE406N01014,Financial Services,Finance,Other Financial Services
Svarnim Trade Ud,539911,,INE730R01042,Consumer Durables & Retail,Textiles & Apparels,Trading - Textile Products
SVC Industries,524488,,INE038B01010,Industrials,Commercial Services & Supplies,Diversified Commercial Services
SVP Global,505590,SVPGLOB,INE308E01029,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
SVS Ventures,543745,,INE0MID01012,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Swadeshi Inds,506863,,INE716M01034,Industrials,Industrial Products,Packaging
Swadeshi Polytex,503816,,INE243N01029,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Swadha Nature,531039,,INE0P4R01017,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Swagtam Trading,539406,,INE150R01019,Industrials,Commercial Services & Supplies,Trading & Distributors
Swan Corp,503310,SWANCORP,INE665A01038,Chemicals,Chemicals & Petrochemicals,Petrochemicals
Swan Defence,533107,SWANDEF,INE542F01020,Industrials,Industrial Manufacturing,Ship Building & Allied Services
Swaraj Engines,500407,SWARAJENG,INE277A01016,Industrials,Industrial Products,"Compressors, Pumps & Diesel Engines"
Swaraj Suiting,,SWARAJ,INE0GMR01016,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Swarna Securitie,531003,,INE595G01018,Financial Services,Finance,Non Banking Financial Company (NBFC)
SwarnsaritaJewel,526365,,INE967A01012,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Swashthik Plas.,544035,,INE0RDR01012,Industrials,Industrial Products,Plastic Products - Industrial
Swasth Foodtech,544368,,INE0TIR01017,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Swasti Vin. Art,512257,,INE895A01023,Miscellaneous,Diversified,Diversified
Swasti Vinayaka,510245,,INE804A01025,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Swastik Pipe,,SWASTIK,INE0DGC01025,Industrials,Industrial Products,Iron & Steel Products
Swastika Castal,544452,,INE0PTF01017,Industrials,Industrial Products,Castings & Forgings
Swastika Investm,530585,,INE691C01022,Financial Services,Capital Markets,Stockbroking & Allied
Swati Projects,543914,,INE210F01016,Financial Services,Finance,Non Banking Financial Company (NBFC)
Swelect Energy,532051,SWELECTES,INE409B01013,Industrials,Electrical Equipment,Heavy Electrical Equipment
Swiggy,544285,SWIGGY,INE00H001014,Consumer Durables & Retail,Retailing,E-Retail/ E-Commerce
Swiss Military,523558,,INE010C01025,Consumer Durables & Retail,Consumer Durables,Diversified consumer products
Switching Tech.,517201,,INE311D01017,Industrials,Electrical Equipment,Other Electrical Equipment
Swojas Foods,530217,,INE295B01016,FMCG / Consumer Staples,Food Products,Packaged Foods
Sybly Industries,531499,,INE080D01042,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sylph Industries,511447,,INE706F01021,Information Technology,IT - Services,IT Enabled Services
Sylvan Plyboard,,SYLVANPLY,INE01IH01015,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Symbiox Investme,539278,,INE653R01012,Financial Services,Finance,Other Financial Services
Symphony,517385,SYMPHONY,INE225D01027,Consumer Durables & Retail,Consumer Durables,Household Appliances
Syncom Formul.,524470,SYNCOMF,INE312C01025,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Synergy Green,541929,SGIL,INE00QT01015,Industrials,Industrial Products,Castings & Forgings
Syngene Intl.,539268,SYNGENE,INE398R01022,Healthcare / Pharma,Healthcare Services,"Healthcare Research, Analytics & Technology"
Synoptics Techno,,SYNOPTICS,INE0BTR01012,Information Technology,IT - Services,IT Enabled Services
Synthiko Foils,513307,,INE363L01045,Industrials,Industrial Products,"Aluminium, Copper & Zinc Products"
Syrma SGS Tech.,543573,SYRMA,INE0DYJ01015,Industrials,Industrial Manufacturing,Industrial Products
Syschem (India),531173,,INE121D01036,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Systango Tech,,SYSTANGO,INE0O7R01011,Information Technology,IT - Software,Computers - Software & Consulting
Systematic Inds.,544541,,INE1KLZ01011,Industrials,Industrial Products,Cables - Electricals
Systematix Corp.,526506,SYSTMTXC,INE356B01024,Financial Services,Capital Markets,Stockbroking & Allied
Systematix Sec.,531432,,INE07P301011,Financial Services,Finance,Non Banking Financial Company (NBFC)
T & I Global,522294,,INE811B01010,Industrials,Industrial Manufacturing,Industrial Products
T B Z,534369,TBZ,INE760L01018,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
T N Merc. Bank,543596,TMB,INE668A01016,Financial Services,Banks,Private Sector Bank
T N Newsprint,531426,TNPL,INE107A01015,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
T N Petro Prod.,500777,TNPETRO,INE148A01019,Chemicals,Chemicals & Petrochemicals,Petrochemicals
T N Steel Tubes,513540,,INE176E01012,Industrials,Industrial Products,Iron & Steel Products
T N Telecom.,523419,TNTELE,INE141D01018,Telecom,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
T R I L,532928,TARIL,INE763I01026,Industrials,Electrical Equipment,Heavy Electrical Equipment
T T,514142,TTL,INE592B01024,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
T. Spiritual,532444,,INE541C01037,Information Technology,IT - Software,Software Products
T.V. Today Netw.,532515,TVTODAY,INE038F01029,Media & Entertainment,Entertainment,TV Broadcasting & Software Production
TAAL Tech,539956,,INE524T01011,Industrials,Transport Services,Airline
TAC Infosec,,TAC,INE0SOY01013,Information Technology,IT - Software,Computers - Software & Consulting
Tacent Projects,531887,,INE149D01011,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Tahmar Enterp.,516032,,INE385D01029,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
